1004,222-222-222-222,1027,2009-01-04,12.72,1774,1028,2222-3333-4444-5555,1003,2010-03-23,1003,2010-03-23
1008,222-222-222-222,1027,2009-01-04,9.54,3218,1028,1111-1111-1111-1111,1003,2010-03-23,1003,2010-03-23
1012,222-222-222-222,1027,2009-01-04,3.18,4346,1028,6011-0000-0000-0078,1003,2010-03-23,1003,2010-03-23
1016,222-222-222-222,1027,2009-01-05,3.18,1453,1028,1111-2222-3333-4444,1003,2010-03-23,1003,2010-03-23
1020,222-222-222-222,1027,2009-01-05,15.9,2763,1028,3333-4444-5555-6666,1003,2010-03-23,1003,2010-03-23
1024,222-222-222-222,1027,2009-01-05,9.54,4235,1028,6011-0000-0000-0078,1003,2010-03-23,1003,2010-03-23
1028,222-222-222-222,1027,2009-01-06,12.72,1507,1028,1111-2222-3333-4444,1003,2010-03-23,1003,2010-03-23
1032,222-222-222-222,1027,2009-01-06,3.18,3341,1028,1111-1111-1111-1111,1003,2010-03-23,1003,2010-03-23
1036,222-222-222-222,1027,2009-01-06,15.9,4038,1028,6011-0000-0000-0078,1003,2010-03-23,1003,2010-03-23
1040,222-222-222-222,1027,2009-01-07,6.36,2383,1028,3333-4444-5555-6666,1003,2010-03-23,1003,2010-03-23
1044,222-222-222-222,1027,2009-01-07,12.72,3514,1028,1111-2222-1111-1111,1003,2010-03-23,1003,2010-03-23
1048,222-222-222-222,1027,2009-01-07,9.54,4956,1028,6011-0000-0000-0078,1003,2010-03-23,1003,2010-03-23
1052,222-222-222-222,1027,2009-01-08,6.36,1436,1028,1111-2222-3333-4444,1003,2010-03-23,1003,2010-03-23
1056,222-222-222-222,1027,2009-01-08,9.54,2584,1028,3333-4444-5555-6666,1003,2010-03-23,1003,2010-03-23
1060,222-222-222-222,1027,2009-01-08,9.54,4399,1028,1111-1111-1111-2222,1003,2010-03-23,1003,2010-03-23
1064,222-222-222-222,1027,2009-01-09,3.18,1842,1028,2222-3333-4444-5555,1003,2010-03-23,1003,2010-03-23
1068,222-222-222-222,1027,2009-01-09,15.9,2832,1028,3333-4444-5555-6666,1003,2010-03-23,1003,2010-03-23
1072,222-222-222-222,1027,2009-01-09,12.72,3844,1028,6011-0000-0000-0078,1003,2010-03-23,1003,2010-03-23
1076,222-222-222-222,1027,2009-01-09,15.9,5189,1028,6011-0000-0000-0078,1003,2010-03-23,1003,2010-03-23
1080,222-222-222-222,1027,2009-01-10,6.36,2136,1028,2222-3333-4444-5555,1003,2010-03-23,1003,2010-03-23
1084,222-222-222-222,1027,2009-01-10,9.54,3128,1028,1111-1111-1111-1111,1003,2010-03-23,1003,2010-03-23
1088,222-222-222-222,1027,2009-01-10,3.18,4595,1028,1111-1111-3333-1111,1003,2010-03-23,1003,2010-03-23
1092,222-222-222-222,1027,2009-01-11,15.9,1419,1028,1111-2222-3333-4444,1003,2010-03-23,1003,2010-03-23
1096,222-222-222-222,1027,2009-01-11,9.54,2517,1028,3333-4444-5555-6666,1003,2010-03-23,1003,2010-03-23
1100,222-222-222-222,1027,2009-01-11,6.36,3667,1028,1111-1111-2222-1111,1003,2010-03-23,1003,2010-03-23
1104,222-222-222-222,1027,2009-01-11,3.18,5016,1028,1111-1111-1111-2222,1003,2010-03-23,1003,2010-03-23
1108,222-222-222-222,1027,2009-01-12,6.36,1741,1028,2222-3333-4444-5555,1003,2010-03-23,1003,2010-03-23
1112,222-222-222-222,1027,2009-01-12,9.54,2938,1028,3333-4444-5555-6666,1003,2010-03-23,1003,2010-03-23
1116,222-222-222-222,1027,2009-01-12,12.72,3962,1028,1111-1111-3333-1111,1003,2010-03-23,1003,2010-03-23
1120,222-222-222-222,1027,2009-01-12,15.9,5266,1028,6011-0000-0000-0078,1003,2010-03-23,1003,2010-03-23
1124,222-222-222-222,1027,2009-01-13,3.18,1955,1028,2222-3333-4444-5555,1003,2010-03-23,1003,2010-03-23
1128,222-222-222-222,1027,2009-01-13,19.08,3291,1028,1111-1111-1111-1111,1003,2010-03-23,1003,2010-03-23
1132,222-222-222-222,1027,2009-01-13,9.54,4196,1028,6011-0000-0000-0078,1003,2010-03-23,1003,2010-03-23
1136,222-222-222-222,1027,2009-01-14,6.36,1189,1028,1111-2222-3333-4444,1003,2010-03-23,1003,2010-03-23
1140,222-222-222-222,1027,2009-01-14,12.72,2369,1028,3333-4444-5555-6666,1003,2010-03-23,1003,2010-03-23
1144,222-222-222-222,1027,2009-01-14,6.36,3540,1028,1111-2222-1111-1111,1003,2010-03-23,1003,2010-03-23
1148,222-222-222-222,1027,2009-01-14,3.18,4992,1028,6011-0000-0000-0078,1003,2010-03-23,1003,2010-03-23
1152,222-222-222-222,1027,2009-01-15,9.54,1762,1028,2222-3333-4444-5555,1003,2010-03-23,1003,2010-03-23
1156,222-222-222-222,1027,2009-01-15,3.18,3121,1028,1111-1111-1111-1111,1003,2010-03-23,1003,2010-03-23
1160,222-222-222-222,1027,2009-01-15,15.9,4402,1028,1111-1111-3333-1111,1003,2010-03-23,1003,2010-03-23
1164,222-222-222-222,1027,2009-01-16,9.54,1052,1028,1111-2222-3333-4444,1003,2010-03-23,1003,2010-03-23
1168,222-222-222-222,1027,2009-01-16,6.36,2217,1028,3333-4444-5555-6666,1003,2010-03-23,1003,2010-03-23
1172,222-222-222-222,1027,2009-01-16,6.36,3363,1028,1111-2222-1111-1111,1003,2010-03-23,1003,2010-03-23
1176,222-222-222-222,1027,2009-01-16,3.18,4969,1028,1111-1111-2222-1111,1003,2010-03-23,1003,2010-03-23
1180,222-222-222-222,1027,2009-01-17,6.36,1766,1028,2222-3333-4444-5555,1003,2010-03-23,1003,2010-03-23
1184,222-222-222-222,1027,2009-01-17,6.36,3150,1028,1111-1111-1111-1111,1003,2010-03-23,1003,2010-03-23
1188,222-222-222-222,1027,2009-01-17,6.36,4481,1028,1111-1111-1111-2222,1003,2010-03-23,1003,2010-03-23
1192,222-222-222-222,1027,2009-01-18,9.54,1139,1028,1111-2222-3333-4444,1003,2010-03-23,1003,2010-03-23
1196,222-222-222-222,1027,2009-01-18,3.18,3006,1028,3333-4444-5555-6666,1003,2010-03-23,1003,2010-03-23
1200,222-222-222-222,1027,2009-01-18,6.36,4412,1028,1111-1111-3333-1111,1003,2010-03-23,1003,2010-03-23
1204,222-222-222-222,1027,2009-01-18,6.36,5128,1028,6011-0000-0000-0078,1003,2010-03-23,1003,2010-03-23
1208,222-222-222-222,1027,2009-01-19,6.36,2476,1028,3333-4444-5555-6666,1003,2010-03-23,1003,2010-03-23
1212,222-222-222-222,1027,2009-01-19,3.18,4179,1028,6011-0000-0000-0078,1003,2010-03-23,1003,2010-03-23
1216,222-222-222-222,1027,2009-01-20,6.36,1239,1028,1111-2222-3333-4444,1003,2010-03-23,1003,2010-03-23
1220,222-222-222-222,1027,2009-01-20,3.18,3212,1028,3333-4444-5555-6666,1003,2010-03-23,1003,2010-03-23
1224,222-222-222-222,1027,2009-01-20,6.36,4672,1028,1111-1111-3333-1111,1003,2010-03-23,1003,2010-03-23
1228,222-222-222-222,1027,2009-01-21,3.18,1568,1028,2222-3333-4444-5555,1003,2010-03-23,1003,2010-03-23
1232,222-222-222-222,1027,2009-01-21,6.36,4321,1028,6011-0000-0000-0078,1003,2010-03-23,1003,2010-03-23
1236,222-222-222-222,1027,2009-01-22,3.18,1095,1028,1111-2222-3333-4444,1003,2010-03-23,1003,2010-03-23
1240,222-222-222-222,1027,2009-01-22,9.54,3066,1028,1111-1111-1111-1111,1003,2010-03-23,1003,2010-03-23
1244,222-222-222-222,1027,2009-01-22,3.18,4734,1028,1111-1111-3333-1111,1003,2010-03-23,1003,2010-03-23
1248,222-222-222-222,1027,2009-01-23,3.18,2328,1028,3333-4444-5555-6666,1003,2010-03-23,1003,2010-03-23
1252,222-222-222-222,1027,2009-01-24,6.36,1287,1028,1111-2222-3333-4444,1003,2010-03-23,1003,2010-03-23
1256,222-222-222-222,1027,2009-01-24,3.18,3634,1028,1111-1111-2222-1111,1003,2010-03-23,1003,2010-03-23
1260,222-222-222-222,1027,2009-01-24,3.18,4714,1028,1111-1111-1111-2222,1003,2010-03-23,1003,2010-03-23
1264,222-222-222-222,1027,2009-01-25,9.54,1594,1028,2222-3333-4444-5555,1003,2010-03-23,1003,2010-03-23
1268,222-222-222-222,1027,2009-01-25,15.9,2770,1028,3333-4444-5555-6666,1003,2010-03-23,1003,2010-03-23
1272,222-222-222-222,1027,2009-01-25,9.54,3880,1028,6011-0000-0000-0078,1003,2010-03-23,1003,2010-03-23
1276,222-222-222-222,1027,2009-01-25,9.54,5166,1028,6011-0000-0000-0078,1003,2010-03-23,1003,2010-03-23
1280,222-222-222-222,1027,2009-01-26,12.72,2440,1028,3333-4444-5555-6666,1003,2010-03-23,1003,2010-03-23
1284,222-222-222-222,1027,2009-01-26,15.9,3875,1028,6011-0000-0000-0078,1003,2010-03-23,1003,2010-03-23
1288,222-222-222-222,1027,2009-01-26,3.18,5059,1028,6011-0000-0000-0078,1003,2010-03-23,1003,2010-03-23
1292,222-222-222-222,1027,2009-01-27,9.54,1749,1028,2222-3333-4444-5555,1003,2010-03-23,1003,2010-03-23
1296,222-222-222-222,1027,2009-01-27,3.18,2739,1028,3333-4444-5555-6666,1003,2010-03-23,1003,2010-03-23
1300,222-222-222-222,1027,2009-01-27,15.9,4088,1028,1111-1111-1111-2222,1003,2010-03-23,1003,2010-03-23
1304,222-222-222-222,1027,2009-01-28,6.36,1220,1028,1111-2222-3333-4444,1003,2010-03-23,1003,2010-03-23
1308,222-222-222-222,1027,2009-01-28,6.36,2285,1028,3333-4444-5555-6666,1003,2010-03-23,1003,2010-03-23
1312,222-222-222-222,1027,2009-01-28,3.18,3690,1028,1111-2222-1111-1111,1003,2010-03-23,1003,2010-03-23
1316,222-222-222-222,1027,2009-01-28,3.18,4915,1028,1111-1111-2222-1111,1003,2010-03-23,1003,2010-03-23
1320,222-222-222-222,1027,2009-01-29,15.9,2003,1028,2222-3333-4444-5555,1003,2010-03-23,1003,2010-03-23
1324,222-222-222-222,1027,2009-01-29,12.72,3416,1028,1111-2222-1111-1111,1003,2010-03-23,1003,2010-03-23
1328,222-222-222-222,1027,2009-01-29,3.18,4830,1028,1111-1111-1111-2222,1003,2010-03-23,1003,2010-03-23
1332,222-222-222-222,1027,2009-01-30,22.26,1332,1028,1111-2222-3333-4444,1003,2010-03-23,1003,2010-03-23
1336,222-222-222-222,1027,2009-01-30,15.9,2566,1028,3333-4444-5555-6666,1003,2010-03-23,1003,2010-03-23
1340,222-222-222-222,1027,2009-01-30,22.26,3576,1028,1111-1111-2222-1111,1003,2010-03-23,1003,2010-03-23
1344,222-222-222-222,1027,2009-01-30,3.18,4202,1028,6011-0000-0000-0078,1003,2010-03-23,1003,2010-03-23
1348,222-222-222-222,1027,2009-01-31,9.54,1742,1028,2222-3333-4444-5555,1003,2010-03-23,1003,2010-03-23
1352,222-222-222-222,1027,2009-01-31,3.18,3337,1028,1111-1111-1111-1111,1003,2010-03-23,1003,2010-03-23
1356,222-222-222-222,1027,2009-01-31,6.36,4382,1028,1111-1111-1111-2222,1003,2010-03-23,1003,2010-03-23
1360,222-222-222-222,1027,2009-02-01,6.36,1121,1028,1111-2222-3333-4444,1003,2010-03-23,1003,2010-03-23
1364,222-222-222-222,1027,2009-02-01,9.54,2218,1028,3333-4444-5555-6666,1003,2010-03-23,1003,2010-03-23
