4,222-222-222-222,27,2009-01-04,12.72,774,28,2222-3333-4444-5555,3,2010-03-23,3,2010-03-23
8,222-222-222-222,27,2009-01-04,9.54,2218,28,1111-1111-1111-1111,3,2010-03-23,3,2010-03-23
12,222-222-222-222,27,2009-01-04,3.18,3346,28,6011-0000-0000-0078,3,2010-03-23,3,2010-03-23
16,222-222-222-222,27,2009-01-05,3.18,453,28,1111-2222-3333-4444,3,2010-03-23,3,2010-03-23
20,222-222-222-222,27,2009-01-05,15.9,1763,28,3333-4444-5555-6666,3,2010-03-23,3,2010-03-23
24,222-222-222-222,27,2009-01-05,9.54,3235,28,6011-0000-0000-0078,3,2010-03-23,3,2010-03-23
28,222-222-222-222,27,2009-01-06,12.72,507,28,1111-2222-3333-4444,3,2010-03-23,3,2010-03-23
32,222-222-222-222,27,2009-01-06,3.18,2341,28,1111-1111-1111-1111,3,2010-03-23,3,2010-03-23
36,222-222-222-222,27,2009-01-06,15.9,3038,28,6011-0000-0000-0078,3,2010-03-23,3,2010-03-23
40,222-222-222-222,27,2009-01-07,6.36,1383,28,3333-4444-5555-6666,3,2010-03-23,3,2010-03-23
44,222-222-222-222,27,2009-01-07,12.72,2514,28,1111-2222-1111-1111,3,2010-03-23,3,2010-03-23
48,222-222-222-222,27,2009-01-07,9.54,3956,28,6011-0000-0000-0078,3,2010-03-23,3,2010-03-23
52,222-222-222-222,27,2009-01-08,6.36,436,28,1111-2222-3333-4444,3,2010-03-23,3,2010-03-23
56,222-222-222-222,27,2009-01-08,9.54,1584,28,3333-4444-5555-6666,3,2010-03-23,3,2010-03-23
60,222-222-222-222,27,2009-01-08,9.54,3399,28,1111-1111-1111-2222,3,2010-03-23,3,2010-03-23
64,222-222-222-222,27,2009-01-09,3.18,842,28,2222-3333-4444-5555,3,2010-03-23,3,2010-03-23
68,222-222-222-222,27,2009-01-09,15.9,1832,28,3333-4444-5555-6666,3,2010-03-23,3,2010-03-23
72,222-222-222-222,27,2009-01-09,12.72,2844,28,6011-0000-0000-0078,3,2010-03-23,3,2010-03-23
76,222-222-222-222,27,2009-01-09,15.9,4189,28,6011-0000-0000-0078,3,2010-03-23,3,2010-03-23
80,222-222-222-222,27,2009-01-10,6.36,1136,28,2222-3333-4444-5555,3,2010-03-23,3,2010-03-23
84,222-222-222-222,27,2009-01-10,9.54,2128,28,1111-1111-1111-1111,3,2010-03-23,3,2010-03-23
88,222-222-222-222,27,2009-01-10,3.18,3595,28,1111-1111-3333-1111,3,2010-03-23,3,2010-03-23
92,222-222-222-222,27,2009-01-11,15.9,419,28,1111-2222-3333-4444,3,2010-03-23,3,2010-03-23
96,222-222-222-222,27,2009-01-11,9.54,1517,28,3333-4444-5555-6666,3,2010-03-23,3,2010-03-23
100,222-222-222-222,27,2009-01-11,6.36,2667,28,1111-1111-2222-1111,3,2010-03-23,3,2010-03-23
104,222-222-222-222,27,2009-01-11,3.18,4016,28,1111-1111-1111-2222,3,2010-03-23,3,2010-03-23
108,222-222-222-222,27,2009-01-12,6.36,741,28,2222-3333-4444-5555,3,2010-03-23,3,2010-03-23
112,222-222-222-222,27,2009-01-12,9.54,1938,28,3333-4444-5555-6666,3,2010-03-23,3,2010-03-23
116,222-222-222-222,27,2009-01-12,12.72,2962,28,1111-1111-3333-1111,3,2010-03-23,3,2010-03-23
120,222-222-222-222,27,2009-01-12,15.9,4266,28,6011-0000-0000-0078,3,2010-03-23,3,2010-03-23
124,222-222-222-222,27,2009-01-13,3.18,955,28,2222-3333-4444-5555,3,2010-03-23,3,2010-03-23
128,222-222-222-222,27,2009-01-13,19.08,2291,28,1111-1111-1111-1111,3,2010-03-23,3,2010-03-23
132,222-222-222-222,27,2009-01-13,9.54,3196,28,6011-0000-0000-0078,3,2010-03-23,3,2010-03-23
136,222-222-222-222,27,2009-01-14,6.36,189,28,1111-2222-3333-4444,3,2010-03-23,3,2010-03-23
140,222-222-222-222,27,2009-01-14,12.72,1369,28,3333-4444-5555-6666,3,2010-03-23,3,2010-03-23
144,222-222-222-222,27,2009-01-14,6.36,2540,28,1111-2222-1111-1111,3,2010-03-23,3,2010-03-23
148,222-222-222-222,27,2009-01-14,3.18,3992,28,6011-0000-0000-0078,3,2010-03-23,3,2010-03-23
