'SJC-000001','Randi','','Winn','11-APR-09','14-APR-09','3-DAY RENTAL','DEBIT',3.18,'11-APR-09',1005,'DISCOVER_CARD','111-111-111-111',                
'SJC-000001','Randi','','Winn','02-MAY-09','05-MAY-09','3-DAY RENTAL','DEBIT',3.18,'02-MAY-09',1005,'DISCOVER_CARD','111-111-111-111',                
'SJC-000001','Randi','','Winn','13-JAN-09','16-JAN-09','3-DAY RENTAL','DEBIT',3.18,'13-JAN-09',1005,'DISCOVER_CARD','111-111-111-111',                
'SJC-000001','Randi','','Winn','03-FEB-09','06-FEB-09','3-DAY RENTAL','DEBIT',3.18,'03-FEB-09',1005,'DISCOVER_CARD','111-111-111-111',                
'SJC-000001','Randi','','Winn','14-FEB-09','17-FEB-09','3-DAY RENTAL','DEBIT',3.18,'14-FEB-09',1005,'DISCOVER_CARD','111-111-111-111',                
'SJC-000001','Randi','','Winn','10-MAR-09','13-MAR-09','3-DAY RENTAL','DEBIT',3.18,'10-MAR-09',1005,'DISCOVER_CARD','111-111-111-111',                
'SJC-000001','Randi','','Winn','15-MAR-09','18-MAR-09','3-DAY RENTAL','DEBIT',3.18,'15-MAR-09',1005,'DISCOVER_CARD','111-111-111-111',                
'SJC-000001','Randi','','Winn','11-APR-09','14-APR-09','3-DAY RENTAL','DEBIT',3.18,'11-APR-09',1005,'DISCOVER_CARD','111-111-111-111',                
'SJC-000001','Randi','','Winn','16-APR-09','19-APR-09','3-DAY RENTAL','DEBIT',3.18,'16-APR-09',1005,'DISCOVER_CARD','111-111-111-111',                
'SJC-000001','Randi','','Winn','08-MAY-09','11-MAY-09','3-DAY RENTAL','DEBIT',3.18,'08-MAY-09',1005,'DISCOVER_CARD','111-111-111-111',                
'SJC-000001','Randi','','Winn','12-JUN-09','15-JUN-09','3-DAY RENTAL','DEBIT',3.18,'12-JUN-09',1005,'DISCOVER_CARD','111-111-111-111',                
'SJC-000001','Randi','','Winn','03-JUL-09','06-JUL-09','3-DAY RENTAL','DEBIT',3.18,'03-JUL-09',1005,'DISCOVER_CARD','111-111-111-111',                
'SJC-000001','Randi','','Winn','13-JUL-09','16-JUL-09','3-DAY RENTAL','DEBIT',3.18,'13-JUL-09',1005,'DISCOVER_CARD','111-111-111-111',                
'SJC-000001','Randi','','Winn','01-AUG-09','04-AUG-09','3-DAY RENTAL','DEBIT',3.18,'01-AUG-09',1005,'DISCOVER_CARD','111-111-111-111',                
'SJC-000001','Randi','','Winn','14-AUG-09','17-AUG-09','3-DAY RENTAL','DEBIT',3.18,'14-AUG-09',1005,'DISCOVER_CARD','111-111-111-111',                
'SJC-000001','Randi','','Winn','02-SEP-09','05-SEP-09','3-DAY RENTAL','DEBIT',3.18,'02-SEP-09',1005,'DISCOVER_CARD','111-111-111-111',                
